Symbol,log2FC,log2RPM,p-value,FDR,Current Symbol,Current FBgn
Ser7,1.173952395,5.665951014,1.12897E-11,3.42251E-10,Ser7,FBgn0019929
Ady43A,1.064268692,6.449107515,1.17211E-11,3.54142E-10,Ady43A,FBgn0026602
Idgf2,1.328777677,7.603541513,1.2983E-11,3.90961E-10,Idgf2,FBgn0020415
CG34203,-4.976064924,1.486714208,1.31653E-11,3.95133E-10,CG34203,FBgn0085232
CG1681,1.168813604,6.705896861,1.58876E-11,4.75261E-10,GstT4,FBgn0030484
CG7888,-1.423804411,5.75618679,1.6451E-11,4.90489E-10,CG7888,FBgn0036116
CG8586,1.135967387,7.307741485,1.86607E-11,5.54542E-10,CG8586,FBgn0033320
CG11638,-1.870032915,3.782386922,1.94022E-11,5.74688E-10,CG11638,FBgn0040351
CG18107,4.840730833,2.277224179,2.09439E-11,6.18325E-10,CG18107,FBgn0034330
CG12581,1.047782687,8.262225451,2.30027E-11,6.75673E-10,CG12581,FBgn0037213
Ahcy89E,1.68914681,4.549287192,2.3036E-11,6.75673E-10,Ahcy89E,FBgn0015011
CG13189,0.989968734,6.779949426,2.40234E-11,7.02354E-10,Zip48C,FBgn0033665
Cyp6a22,-2.789723693,2.957421988,2.76864E-11,8.04485E-10,Cyp6a22,FBgn0013773
CG6044,-1.407323215,4.96694106,2.76948E-11,8.04485E-10,CG6044,FBgn0034725
CG30152,1.134129783,5.418117214,2.85964E-11,8.28014E-10,CG30152,FBgn0034543
Gas8,-7.964670078,1.650286913,2.89512E-11,8.35607E-10,Gas8,FBgn0029667
PQBP-1,-2.627750789,3.030527627,2.9048E-11,8.35732E-10,CG45263,FBgn0266801
sha,-5.656756812,1.390283011,3.0832E-11,8.8194E-10,sha,FBgn0003382
Dhc93AB,-1.685132285,7.177062435,3.08493E-11,8.8194E-10,Dhc93AB,FBgn0013812
CG1443,1.713125345,6.234555062,3.68E-11,1.04874E-09,wat,FBgn0039620
jhamt,1.043164615,6.771831861,4.56889E-11,1.29797E-09,jhamt,FBgn0028841
CG15067,5.63499955,4.078736202,4.82318E-11,1.36591E-09,CG15067,FBgn0034331
TwdlT,3.682875462,2.869571931,5.09512E-11,1.43842E-09,TwdlT,FBgn0029170
CG8419,-2.784229601,2.69571268,5.1772E-11,1.45704E-09,CG8419,FBgn0031999
CG31718,-1.96145097,4.213587758,5.78586E-11,1.62054E-09,Ir31a,FBgn0051718
CG34240,-1.229646454,5.156460381,5.79406E-11,1.62054E-09,CG42671,FBgn0261553
lolal,-0.995937892,6.550405931,5.97594E-11,1.66625E-09,lolal,FBgn0022238
CG9542,1.659424676,4.426409388,6.12829E-11,1.70347E-09,KFase,FBgn0031821
Nep2,-1.02857426,9.888450083,7.17807E-11,1.98916E-09,Nep2,FBgn0027570
CG11319,-1.651185067,4.226179362,9.06252E-11,2.50369E-09,CG11319,FBgn0031835
chrb,-1.287234159,8.862651742,9.69546E-11,2.67039E-09,chrb,FBgn0036165
amd,1.506431988,8.263096529,9.80049E-11,2.69111E-09,amd,FBgn0000075
CG11241,1.680677475,4.474058121,1.09407E-10,2.9951E-09,CG11241,FBgn0037186
CG15465,-4.55822346,1.618166239,1.11525E-10,3.04385E-09,CG15465,FBgn0029746
Jheh3,1.191997478,7.289719559,1.12393E-10,3.05124E-09,Jheh3,FBgn0034406
CG7224,1.463401758,5.299962579,1.12471E-10,3.05124E-09,Sirup,FBgn0031971
Cbp53E,-0.983166623,6.670356464,1.2692E-10,3.43292E-09,Cbp53E,FBgn0004580
CG14613,1.280975136,4.934024007,1.40427E-10,3.78693E-09,CG14613,FBgn0031188
CG12911,-3.013090662,3.226915956,1.41676E-10,3.80923E-09,CG12911,FBgn0033501
CG32350,-1.701213808,4.073437722,1.42621E-10,3.82325E-09,CG32350,FBgn0052350
CR32028,-2.427808466,3.644504157,1.46971E-10,3.9282E-09,Unr,FBgn0263352
CG42313,1.471849026,4.705685083,1.49568E-10,3.98583E-09,CG42313,FBgn0259213
CG15556,1.374270579,4.663248713,1.58826E-10,4.2201E-09,CG15556,FBgn0039821
Ncc69,-1.301678771,7.777659605,1.66263E-10,4.40474E-09,Ncc69,FBgn0036279
CG4115,-3.725085072,2.689297426,1.68526E-10,4.45164E-09,CG4115,FBgn0038017
fne,-1.15093668,5.598773347,1.76339E-10,4.64446E-09,fne,FBgn0086675
grass,1.014087133,6.864515562,1.77333E-10,4.65705E-09,grass,FBgn0039494
CG13506,0.950929177,6.844518062,1.86359E-10,4.8799E-09,CG13506,FBgn0034723
CG1441,1.312173229,7.05599484,1.8786E-10,4.90498E-09,CG1441,FBgn0033464
CG9864,-1.298066223,6.675918653,1.8995E-10,4.94527E-09,CG9864,FBgn0034490
Gr64f,1.006959921,6.18777315,2.06013E-10,5.34806E-09,Gr64f,FBgn0052255
Tsf1,1.912784606,9.817137255,2.17919E-10,5.64092E-09,Tsf1,FBgn0022355
CG11462,-2.849123551,3.708336098,2.27284E-10,5.86653E-09,CG11462,FBgn0029815
Syx1A,-1.074412458,6.512642102,2.58302E-10,6.64814E-09,Syx1A,FBgn0013343
CG3764,-1.032161375,6.791064735,2.69641E-10,6.92027E-09,CG3764,FBgn0036684
RpA-70,-1.249700415,5.576276198,2.79509E-10,7.15322E-09,RpA-70,FBgn0010173
CG17669,-7.150297355,0.954011344,2.82967E-10,7.22125E-09,CG17669,FBgn0034352
CG32158,-1.936380304,3.950685777,2.983E-10,7.59109E-09,"CG42514 , CG43373","FBgn0260388 , FBgn0263131"
CG8229,-1.256489311,6.497254637,3.01506E-10,7.65114E-09,CG8229,FBgn0033356
RhoGAP16F,-2.751930077,2.439560148,3.03567E-10,7.68185E-09,RhoGAP16F,FBgn0030893
B4,-1.151229014,8.979267211,3.06596E-10,7.73683E-09,B4,FBgn0023407
ACXD,-1.196532346,5.510309262,3.3121E-10,8.33467E-09,ACXD,FBgn0040507
Mmp1,-1.317960814,8.880830615,3.7769E-10,9.47791E-09,Mmp1,FBgn0035049
CG32017,-1.131787174,5.742131682,4.03814E-10,1.00965E-08,CG32017,FBgn0052017
CG13618,3.753090874,1.875520242,4.04575E-10,1.00965E-08,CG13618,FBgn0039203
Cpr62Bb,2.112910259,4.070676662,4.59356E-10,1.1432E-08,Cpr62Bb,FBgn0035280
Cyp6a13,1.879458529,5.051405299,5.25054E-10,1.30311E-08,Cyp6a13,FBgn0033304
CG11842,4.259206825,1.548378552,5.38605E-10,1.33108E-08,CG11842,FBgn0039629
salr,-2.118362572,3.461731085,5.39267E-10,1.33108E-08,salr,FBgn0000287
Gadd45,1.808453576,4.187792522,5.45817E-10,1.34357E-08,Gadd45,FBgn0033153
Fdh,1.028503065,6.679075029,5.58084E-10,1.37004E-08,Fdh,FBgn0011768
CG9617,-1.590235807,4.591771518,6.39283E-10,1.56512E-08,Sgt1,FBgn0265101
CG9733,2.958696239,3.622851575,6.82584E-10,1.66661E-08,CG9733,FBgn0039759
CG6218,-0.979213953,6.518800286,7.06015E-10,1.71917E-08,CG6218,FBgn0038321
CG10444,-1.08716497,6.010107358,7.38098E-10,1.79247E-08,CG10444,FBgn0034494
nec,0.975687499,7.345430167,8.69319E-10,2.10548E-08,nec,FBgn0002930
Mtk,6.387196865,5.224880204,8.90804E-10,2.15175E-08,Mtk,FBgn0014865
CG9396,1.227531121,5.298611782,1.01357E-09,2.44177E-08,CG9396,FBgn0037714
CG5921,-2.07856507,3.622871413,1.10281E-09,2.64967E-08,CG5921,FBgn0029835
Esp,-0.919631498,8.356320644,1.18457E-09,2.83856E-08,Esp,FBgn0013953
CG33472,-0.975498834,6.901566484,1.19938E-09,2.86646E-08,qvr,FBgn0260499
spirit,1.511298056,5.207158985,1.22482E-09,2.91953E-08,spirit,FBgn0030051
SoxN,-0.944920997,5.787029099,1.22822E-09,2.91993E-08,SoxN,FBgn0029123
CR33655,-6.972080665,0.80748579,1.26982E-09,3.00795E-08,CG33655,FBgn0250824
Cyt-c-p,-1.081884741,8.898727311,1.2719E-09,3.00795E-08,Cyt-c-p,FBgn0000409
beat-Ib,-5.485778281,1.249554743,1.27871E-09,3.01615E-08,beat-Ib,FBgn0028645
CG4398,-3.827344634,3.471442224,1.32526E-09,3.11781E-08,CG4398,FBgn0034126
Ih,-1.100504582,7.852291935,1.35791E-09,3.18632E-08,Ih,FBgn0263397
CG42315,-3.697766444,1.862141609,1.47004E-09,3.44051E-08,Ir93a,FBgn0259215
CG7322,1.898451227,3.483172916,1.52286E-09,3.55491E-08,CG7322,FBgn0030968
CG2604,0.974171317,8.691351147,1.57255E-09,3.66146E-08,CG2604,FBgn0037298
CG13043,4.401138185,1.100141236,1.61133E-09,3.7421E-08,CG13043,FBgn0036600
CG7549,-1.767394483,3.815439709,1.61798E-09,3.74791E-08,mtg,FBgn0260386
CG15784,1.299813846,7.857390921,1.62481E-09,3.7541E-08,CG15784,FBgn0029766
Obp83g,-3.783267588,2.184056429,1.71406E-09,3.95022E-08,Obp83g,FBgn0046875
CG15161,-0.961084845,6.016135602,1.72505E-09,3.96542E-08,CG15161,FBgn0032692
CG1532,0.923269717,6.640523637,1.73493E-09,3.97801E-08,CG1532,FBgn0031143
pyd3,-0.978519866,6.101884757,1.7527E-09,4.00858E-08,pyd3,FBgn0037513
CG9119,1.209625462,4.895591515,1.8888E-09,4.30895E-08,CG9119,FBgn0035189
foi,-1.037125706,7.181074222,1.91744E-09,4.36326E-08,foi,FBgn0024236
CG9486,-2.480193415,3.50800034,2.05475E-09,4.66396E-08,AANATL2,FBgn0031791
CG2254,0.942977214,9.828980516,2.1419E-09,4.84961E-08,CG2254,FBgn0029994
qkr58E-3,-0.97299065,5.805195801,2.19793E-09,4.96402E-08,qkr58E-3,FBgn0022984
CG10710,2.633972377,2.603465275,2.36242E-09,5.32222E-08,CG10710,FBgn0036377
CG4797,-1.022392153,8.015660273,2.50106E-09,5.62054E-08,CG4797,FBgn0034909
CG7331,-1.12148099,5.334176237,2.60444E-09,5.83834E-08,Atg13,FBgn0261108
CG41027,-5.365817817,1.131230613,2.6147E-09,5.84682E-08,CG41027,FBgn0085558
CG7900,-1.037484486,8.053187011,2.68057E-09,5.97933E-08,CG7900,FBgn0037548
zormin,1.064949493,8.540540942,2.7186E-09,6.04923E-08,zormin,FBgn0052311
CG12355,-2.52389507,2.485827253,2.77205E-09,6.15301E-08,CG12355,FBgn0040805
Tsp42Ei,1.174674045,6.469204627,2.93161E-09,6.49122E-08,Tsp42Ei,FBgn0033130
Ets65A,-3.311258941,1.941998771,3.09931E-09,6.84576E-08,Ets65A,FBgn0005658
CG18336,-3.071129725,2.49634346,3.46594E-09,7.63689E-08,CG18336,FBgn0040763
cl,0.876232193,6.472821863,3.48419E-09,7.65844E-08,cl,FBgn0000318
CG17224,1.162191774,5.540938545,3.5819E-09,7.8541E-08,CG17224,FBgn0031489
Dpt,6.791139874,4.368164261,3.59252E-09,7.85831E-08,Dpt,FBgn0004240
comm3,1.633124405,3.963271085,3.90923E-09,8.53044E-08,comm3,FBgn0259236
ifc,-1.00721209,7.408987114,3.92899E-09,8.5529E-08,ifc,FBgn0001941
CG3252,1.024898571,7.985016557,4.11391E-09,8.93391E-08,NAAT1,FBgn0029762
CG5155,-7.285311307,1.06811571,4.48541E-09,9.71732E-08,gudu,FBgn0031905
CecA1,4.746110561,1.333927773,4.70502E-09,1.01687E-07,CecA1,FBgn0000276
CG7214,-3.887206349,3.87179766,4.80749E-09,1.03654E-07,CG7214,FBgn0031940
bel,-0.903857371,7.913295308,5.01747E-09,1.07923E-07,bel,FBgn0263231
mal,-0.973503114,5.675638976,5.13491E-09,1.10187E-07,mal,FBgn0002641
CG7079,1.024795998,5.914459623,5.27528E-09,1.12931E-07,CG7079,FBgn0038849
CG15734,-3.671252853,1.878121065,5.36386E-09,1.14556E-07,CG15734,FBgn0030374
CG7016,1.985436115,3.766400551,5.44082E-09,1.15925E-07,CG7016,FBgn0039238
Or19a,2.057796,2.944240215,5.47504E-09,1.1638E-07,Or19a,FBgn0041626
CG32703,-6.909786379,0.759679863,5.50897E-09,1.16826E-07,Erk7,FBgn0052703
Cyp6a21,1.098977135,7.539631155,5.55024E-09,1.17426E-07,Cyp6a21,FBgn0033981
CG4907,-4.291099144,1.374282521,6.57659E-09,1.38815E-07,CG4907,FBgn0039010
CG17549,1.282898751,8.225899384,6.73249E-09,1.41775E-07,CG17549,FBgn0032774
CG33156,1.111854193,5.275602163,6.84587E-09,1.43827E-07,CG33156,FBgn0053156
Psf3,-0.976618235,5.720851255,7.42062E-09,1.5554E-07,Psf3,FBgn0030196
CG13331,-2.082511591,3.090615958,7.66048E-09,1.60196E-07,CG13331,FBgn0033850
CG13117,1.382090128,5.086658791,7.76813E-09,1.62072E-07,CG13117,FBgn0032140
Sdic3,7.055976752,0.690570611,9.0226E-09,1.87811E-07,Sdic3,FBgn0052823
stai,-0.945665097,7.633089808,9.30484E-09,1.93241E-07,stai,FBgn0266521
lox2,-1.847264128,5.455322363,9.86449E-09,2.04394E-07,lox2,FBgn0034660
CG8738,0.991136888,6.160895212,1.01725E-08,2.10295E-07,CG8738,FBgn0033321
CG2107,0.9525548,5.860734039,1.02275E-08,2.10947E-07,CG2107,FBgn0035383
CG34124,-4.723567304,1.257696973,1.03529E-08,2.13049E-07,CG34124,FBgn0083960
l-3-02640,-1.027204822,7.970907521,1.0494E-08,2.15461E-07,l(3)02640,FBgn0010786
fit,5.325579051,3.242555653,1.06574E-08,2.1832E-07,fit,FBgn0038914
Yp2,5.906713335,9.618482496,1.09955E-08,2.24736E-07,Yp2,FBgn0005391
CG14127,-5.714271565,1.45678291,1.22877E-08,2.50581E-07,CCDC151,FBgn0036219
CG8206,0.936458598,7.268952889,1.40574E-08,2.86024E-07,CG8206,FBgn0030679
CG3609,0.950809971,6.746858767,1.48054E-08,3.00566E-07,CG3609,FBgn0031418
Pgm,0.931224628,7.082838709,1.50119E-08,3.04076E-07,Pgm,FBgn0003076
mthl3,2.62663763,2.468536508,1.50508E-08,3.04181E-07,mthl3,FBgn0028956
CG13576,-3.703189415,1.66712446,1.52827E-08,3.08179E-07,Ir60a,FBgn0034994
CG42235,-1.884900264,3.404638913,1.58591E-08,3.19089E-07,CG42235,FBgn0250757
sls,1.56964094,6.875458509,1.58976E-08,3.19153E-07,sls,FBgn0086906
CG33080,0.853914006,6.66697443,1.59674E-08,3.19843E-07,CG33080,FBgn0053080
CG31547,2.958938656,3.492989555,1.62452E-08,3.24366E-07,CG31547,FBgn0051547
D,-5.416537557,1.197539969,1.6265E-08,3.24366E-07,D,FBgn0000411
CG10688,1.238814671,4.604694704,1.66303E-08,3.30921E-07,CG10688,FBgn0036300
CG13698,-0.816963719,6.872604068,1.67134E-08,3.31844E-07,CG13698,FBgn0036773
trn,-1.822446862,3.687062095,1.79234E-08,3.55088E-07,trn,FBgn0010452
CG15065,3.626267492,3.252535987,1.80221E-08,3.56262E-07,CG15065,FBgn0040734
CG5508,1.904926801,4.630294836,1.81247E-08,3.57508E-07,mino,FBgn0027579
CG11073,0.912959859,8.21552662,1.83917E-08,3.61984E-07,CG11073,FBgn0034693
Gr64b,1.407571617,4.260285282,1.93392E-08,3.79806E-07,Gr64b,FBgn0045478
Gr64c,1.433992389,4.943363004,1.96089E-08,3.84266E-07,Gr64c,FBgn0045477
CG34227,3.978073115,4.524405193,1.98404E-08,3.87962E-07,CG34227,FBgn0085256
CG4753,1.109828051,4.974608092,2.05262E-08,4.00505E-07,CG4753,FBgn0036622
CG32354,-1.459878821,4.622243037,2.07019E-08,4.03063E-07,CG32354,FBgn0052354
LpR1,2.422164688,3.34031661,2.17188E-08,4.21951E-07,LpR1,FBgn0066101
CG7582,0.89419419,5.770403788,2.27165E-08,4.40389E-07,CG7582,FBgn0039681
Cyp4ac2,1.292586385,6.836321957,2.28162E-08,4.41374E-07,Cyp4ac2,FBgn0031694
l-2-not,1.215260843,4.758407043,2.28766E-08,4.41596E-07,l(2)not,FBgn0011297
Obp57c,1.117717247,8.611537403,2.33672E-08,4.50105E-07,Obp57c,FBgn0034509
CG8036,-0.923330076,8.17566938,2.39943E-08,4.61201E-07,CG8036,FBgn0037607
CG14196,0.962209965,6.317498228,2.45595E-08,4.71063E-07,CG14196,FBgn0031002
ChLD3,-6.848598785,0.711994806,2.46752E-08,4.72279E-07,ChLD3,FBgn0032598
CG31739,-0.89188937,6.196825006,2.57887E-08,4.91646E-07,CG31739,FBgn0051739
CG9601,-1.531068542,3.972676048,2.57959E-08,4.91646E-07,CG9601,FBgn0037578
CG42286,-3.270205033,1.813710324,2.63525E-08,5.01197E-07,CG45263,FBgn0266801
Obp99c,3.114622642,4.704880243,2.74569E-08,5.21103E-07,Obp99c,FBgn0039682
CG41128,-1.270063113,4.760911245,2.95336E-08,5.59343E-07,CG41128,FBgn0069923
CG14905,-6.963914438,0.804392168,3.01978E-08,5.70726E-07,CG14905,FBgn0038452
CG6579,0.859244938,8.171932815,3.05428E-08,5.76041E-07,atilla,FBgn0032422
Cyp4ac3,3.325304927,1.65463816,3.18025E-08,5.9855E-07,Cyp4ac3,FBgn0031695
CG15293,6.159169267,2.92956625,3.20177E-08,6.00232E-07,CG15293,FBgn0028526
Unc-76,-0.830927232,7.001678324,3.20248E-08,6.00232E-07,Unc-76,FBgn0040395
CG18135,1.327296491,8.874957207,3.29087E-08,6.15521E-07,CG18135,FBgn0036837
Hsc70-2,1.386281915,4.74084017,3.41448E-08,6.37322E-07,Hsc70-2,FBgn0001217
hfw,0.92424818,5.730274508,3.48501E-08,6.49145E-07,hfw,FBgn0001189
CG6928,-1.526229872,5.182858999,3.55201E-08,6.60265E-07,CG6928,FBgn0036240
CR32314,-0.9122356,8.164516406,3.82055E-08,7.08724E-07,nSyb,FBgn0013342
Sp212,1.235458714,4.793903917,3.93148E-08,7.27807E-07,Sp212,FBgn0053329
CG12224,2.692664245,2.294183339,3.94051E-08,7.27988E-07,CG12224,FBgn0037974
CG4267,1.048564791,6.198498084,4.11744E-08,7.59122E-07,CG4267,FBgn0264979
Tsp42A,-6.660582545,0.562660407,4.15986E-08,7.6538E-07,Tsp42A,FBgn0033042
Cpr97Eb,-4.526801975,1.152487559,4.24815E-08,7.80037E-07,Cpr97Eb,FBgn0039481
CG17928,0.945542738,7.798580107,4.34155E-08,7.9557E-07,CG17928,FBgn0032603
NijA,-1.106758027,5.146944717,4.40692E-08,8.05913E-07,NijA,FBgn0036101
PGRP-LC,0.90926699,7.169157549,4.45333E-08,8.12756E-07,PGRP-LC,FBgn0035976
slgA,-0.866778701,8.469342973,4.64868E-08,8.46697E-07,slgA,FBgn0003423
OdsH,-4.919694939,0.760692736,4.66923E-08,8.4873E-07,OdsH,FBgn0026058
Nos,-2.79709349,3.189547021,4.68577E-08,8.50025E-07,Nos,FBgn0011676
CG2893,-2.351841981,3.290957241,4.83445E-08,8.75238E-07,zyd,FBgn0265767
CG17217,6.707989914,0.439973668,5.00231E-08,9.03817E-07,CG17217,FBgn0032419
Haspin,-1.211363829,4.574987101,5.18379E-08,9.34738E-07,Haspin,FBgn0046706
fu12,-0.907925378,7.768302998,5.24831E-08,9.43566E-07,fu12,FBgn0026718
CG33174,-0.852809738,6.590619851,5.25364E-08,9.43566E-07,inaE,FBgn0261244
CG30115,0.864328964,6.027422746,5.54749E-08,9.94365E-07,GEFmeso,FBgn0050115
mfas,1.015290852,7.384945983,5.83406E-08,1.04366E-06,mfas,FBgn0260745
CG40228,-1.038475054,5.210755166,5.94042E-08,1.06059E-06,CG40228,FBgn0063670
CG4000,1.48129137,5.839328672,6.03103E-08,1.07464E-06,CG4000,FBgn0038820
CG42330,1.832990531,3.33228667,6.10064E-08,1.08491E-06,Dscam4,FBgn0263219
Ubi-p5E,0.817457115,7.258149905,6.36431E-08,1.12957E-06,Ubi-p5E,FBgn0086558
CG14507,-2.816355041,1.888409495,6.5661E-08,1.1631E-06,CG14507,FBgn0039655
CG30151,2.814386903,2.300017479,6.60352E-08,1.16744E-06,CG30151,FBgn0050151
Fas1,-0.989054449,9.110435577,6.73565E-08,1.1864E-06,Fas1,FBgn0262742
myoglianin,-0.814234267,6.308202715,6.73702E-08,1.1864E-06,myo,FBgn0026199
CG15506,1.069707816,5.808100828,7.0601E-08,1.2392E-06,CG15506,FBgn0039686
Idgf1,1.564994476,4.780645366,7.0643E-08,1.2392E-06,Idgf1,FBgn0020416
sprt,0.833534724,6.189343739,7.34755E-08,1.28639E-06,sprt,FBgn0082585
CG33523,0.851476615,7.224892557,8.03622E-08,1.40424E-06,Vap-33B,FBgn0053523
CG9603,-0.897545506,8.574976564,8.08024E-08,1.40921E-06,CG9603,FBgn0040529
CG11317,-1.7381467,3.721964079,8.50478E-08,1.48039E-06,CG11317,FBgn0039816
CG8800,-4.921008374,0.760731625,8.58326E-08,1.49118E-06,CG8800,FBgn0033408
CG17122,-1.545907258,3.825370509,8.84113E-08,1.53303E-06,CG17122,FBgn0036962
CG6424,-0.818611567,7.46015125,8.91123E-08,1.54222E-06,CG6424,FBgn0028494
CG34306,-1.628973946,4.585780412,9.13783E-08,1.57842E-06,Cdep,FBgn0265082
CG32364,2.45052081,2.651113387,9.25286E-08,1.59523E-06,CG32364,FBgn0052364
CG14523,1.517043497,4.176475421,9.84848E-08,1.69469E-06,CG14523,FBgn0039612
CG6357,-1.188356389,7.034038072,9.9166E-08,1.70317E-06,CG6357,FBgn0033875
Tpi,0.894309032,8.284686887,1.00497E-07,1.72276E-06,Tpi,FBgn0086355
CG3837,-1.604280666,4.6115496,1.02678E-07,1.75681E-06,Sdr,FBgn0038279
CG15628,-1.181243174,6.53320349,1.03008E-07,1.75912E-06,CG15628,FBgn0031632
CG14693,-3.112469177,1.685282998,1.11939E-07,1.90802E-06,CG14693,FBgn0037837
CG17119,2.201680963,2.480989555,1.12173E-07,1.90842E-06,CG17119,FBgn0039045
CAH1,-0.867690711,7.400950906,1.13985E-07,1.93561E-06,CAH1,FBgn0027844
CG9650,-3.352026911,1.744157674,1.21828E-07,2.0649E-06,CG9650,FBgn0029939
CG3280,2.523517894,2.100946177,1.2498E-07,2.11436E-06,CG3280,FBgn0036017
ths,-1.201429231,4.654297863,1.32098E-07,2.2306E-06,ths,FBgn0033652
CG15544,3.210332269,1.781020552,1.38042E-07,2.32663E-06,CG15544,FBgn0039804
robo3,-1.248820252,4.356589133,1.43607E-07,2.41588E-06,robo3,FBgn0041097
oho23B,0.825115128,8.295938227,1.43872E-07,2.41588E-06,RpS21,FBgn0015521
CG4627,1.670655763,3.392295885,1.54548E-07,2.59033E-06,CG4627,FBgn0033808
CG10514,-3.600750154,2.685159162,1.55024E-07,2.59349E-06,CG10514,FBgn0039312
phr,-1.678812253,3.880493098,1.56075E-07,2.60625E-06,phr,FBgn0003082
Stlk,-1.08787345,5.363738175,1.58205E-07,2.63695E-06,Stlk,FBgn0046692
CHOp24,0.75503055,6.857581347,1.66925E-07,2.77716E-06,CHOp24,FBgn0029709
CG5791,1.195574772,5.713610959,1.6728E-07,2.77796E-06,CG5791,FBgn0040582
CG15545,-4.458370888,1.092055382,1.69143E-07,2.80374E-06,CG15545,FBgn0039806
PGRP-LF,1.507291793,4.470524662,1.70045E-07,2.81353E-06,PGRP-LF,FBgn0035977
CG30345,1.414919809,4.203527468,1.75655E-07,2.90103E-06,CG30345,FBgn0050345
CG17639,0.850514846,8.519778597,1.78883E-07,2.94895E-06,GstD11,FBgn0038029
rho,-1.694711475,3.834559542,1.88049E-07,3.09442E-06,rho,FBgn0004635
Cyp28d1,1.689511957,4.679130645,1.89783E-07,3.11728E-06,Cyp28d1,FBgn0031689
CG31728,3.234452503,1.738448519,1.95611E-07,3.20716E-06,CG31728,FBgn0051728
CG40378,-3.063716661,1.669995995,2.00054E-07,3.27407E-06,CG40378,FBgn0058378
CG32447,-1.35794676,5.818498625,2.10501E-07,3.43881E-06,CG32447,FBgn0052447
CG33138,0.814910212,6.751220832,2.12594E-07,3.46673E-06,AGBE,FBgn0053138
CG5112,0.873236318,5.741474872,2.13086E-07,3.4685E-06,CG5112,FBgn0039341
CG34372,-3.077549132,1.844434353,2.14402E-07,3.48365E-06,CG43795,FBgn0264339
CG9391,0.800601435,6.135229713,2.17352E-07,3.52525E-06,CG9391,FBgn0037063
salm,-1.454705793,3.948012958,2.20125E-07,3.56382E-06,salm,FBgn0261648
CG31176,-1.573624511,3.708923768,2.22603E-07,3.59748E-06,CG31176,FBgn0051176
Cyt-b5-r,6.716813548,4.457009812,2.2538E-07,3.63587E-06,Cyt-b5-r,FBgn0000406
CG6329,-0.999833078,6.544896104,2.28262E-07,3.67527E-06,CG6329,FBgn0033872
Dhc36C,-1.549924575,4.420675351,2.28636E-07,3.67527E-06,Dhc36C,FBgn0013810
CG32372,-0.882515988,6.408923526,2.45781E-07,3.94385E-06,ltl,FBgn0052372
roX2,-2.148622273,3.563350969,2.47107E-07,3.95809E-06,roX2,FBgn0019660
pgant2,-1.065252633,4.875555398,2.57483E-07,4.11699E-06,pgant2,FBgn0031530
RPA2,-1.818580609,3.067711287,2.61282E-07,4.17036E-06,RPA2,FBgn0032906
Yp1,6.076594501,10.20774534,2.70662E-07,4.31245E-06,Yp1,FBgn0004045
glec,-0.841047616,6.650314728,2.7946E-07,4.44479E-06,glec,FBgn0015229
CG31619,-1.28722066,4.376173652,2.80618E-07,4.45007E-06,CG31619,FBgn0051619
CG17018,1.68762401,3.522519583,2.80777E-07,4.45007E-06,CG17018,FBgn0039972
CG3339,-1.688303388,5.992509633,2.8587E-07,4.52285E-06,CG3339,FBgn0039510
CG5778,1.237027552,6.076260329,2.88809E-07,4.56136E-06,CG5778,FBgn0038930
CG31769,1.467041818,5.40694618,2.92092E-07,4.60517E-06,CG31769,FBgn0051769
CG32462,-2.340994954,2.468486984,3.01678E-07,4.74802E-06,CG32462,FBgn0052462
CG16798,3.301941635,1.180937754,3.07817E-07,4.8362E-06,CG16798,FBgn0032856
CG9363,1.243158326,5.808225469,3.09665E-07,4.85679E-06,GstZ2,FBgn0037697
CG12290,-0.878566532,8.199135898,3.16872E-07,4.96122E-06,CG12290,FBgn0039419
Lasp,-0.84162056,7.673558669,3.19719E-07,4.99713E-06,Lasp,FBgn0063485
CG11163,1.339410023,4.230484014,3.5347E-07,5.51511E-06,ZnT41F,FBgn0025693
Inos,0.880681972,7.946504338,3.64484E-07,5.67715E-06,Inos,FBgn0025885
CR33328,-0.85850684,7.339779657,3.67932E-07,5.72099E-06,sqd,FBgn0263396
CG40084,-0.85385125,6.151396139,3.78481E-07,5.87491E-06,uex,FBgn0262124
CG2650,3.125633123,3.529072388,3.99425E-07,6.18938E-06,CG2650,FBgn0000092
ry,1.379337446,4.144241197,4.04149E-07,6.25024E-06,ry,FBgn0003308
CG10035,1.052971394,5.415245142,4.04737E-07,6.25024E-06,CG10035,FBgn0038028
DppIII,-0.816334589,6.564050436,4.08946E-07,6.30446E-06,DppIII,FBgn0037580
CG17271,0.841971998,5.963982522,4.20083E-07,6.46512E-06,CG17271,FBgn0038829
exu,-2.324409915,2.408975155,4.22195E-07,6.48658E-06,exu,FBgn0000615
CG15201,1.276040625,6.187362372,4.27606E-07,6.55857E-06,CG15201,FBgn0030272
dpr5,-1.686592084,3.499617851,4.39427E-07,6.72845E-06,dpr5,FBgn0037908
f,-1.402577846,4.160118403,4.42456E-07,6.76336E-06,f,FBgn0262111
CG3973,-0.996911879,5.651012467,4.55837E-07,6.95614E-06,pigs,FBgn0029881
CG33493,2.210669267,3.10951987,4.58088E-07,6.9787E-06,CG33493,FBgn0053493
Ance-5,3.105677617,2.856053409,4.63854E-07,7.05464E-06,Ance-5,FBgn0035076
CG2233,5.044140609,6.046731946,4.65774E-07,7.07194E-06,CG2233,FBgn0029990
