all_types	stage	cell
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J15-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L21-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B16-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_E16-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J19-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_N11-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E3-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_M19-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P8_E12-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_I14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K23-1-0
NaN	adult	ORN_10day_nuclei_P2_C7-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_B17-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P10_F21-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I13-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P6_E22-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J11-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J1-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_I2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K24-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P10_L18-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B9-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C1-1-0
NaN	adult	ORN_10day_nuclei_P3_K14-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_A16-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H19-1-0
DM1	adult	ORN_10day_nuclei_P2_A12-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_G1-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_H19-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G21-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_H1-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F18-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P5_N17-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P1_D5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_K12-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K13-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_K2-1-0
NaN	adult	ORN_10day_nuclei_P2_N20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_H24-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I1-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C9-1-0
VL1_VM1	adult	ORN_10day_nuclei_P3_O9-1-0
VA2	adult	ORN_10day_nuclei_P2_P20-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_F16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P9_A5-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P4-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P7_H14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_C12-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P3_F4-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M24-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_B9-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N19-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P3_K4-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D6-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E17-1-0
VP4_VP1d_VP2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_J22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O8-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P2_D15-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P8_C5-1-0
NaN	adult	ORN_10day_nuclei_P3_E8-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P3_P12-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D17-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_H1-1-0
VA2	adult	ORN_10day_nuclei_P2_I9-1-0
NaN	adult	ORN_10day_nuclei_P2_H7-1-0
NaN	adult	ORN_10day_nuclei_P3_E15-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_E19-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P1_E3-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P8_L12-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P8_D9-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D17-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_I23-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D5-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_K8-1-0
NaN	adult	ORN_10day_nuclei_P2_B8-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N17-1-0
DL3	adult	ORN_10day_nuclei_P3_M3-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K3-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_M4-1-0
VP4_VP1d_VP2	adult	ORN_10day_nuclei_P2_C9-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P10_H17-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_L9-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P3_L5-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P8_B4-1-0
NaN	adult	ORN_10day_nuclei_P3_E13-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P6_K17-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P1_J20-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P3_C20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_F1-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P9_M5-1-0
DA1	adult	ORN_10day_nuclei_P2_H2-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P10_E7-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_I16-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P5_I21-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P1_C7-1-0
DM4	adult	ORN_10day_nuclei_P3_E17-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_I16-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P6_L23-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E14-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E7-1-0
VM3_VA5	adult	ORNnuclei_adult_nSybUNC84GFP_P8_H14-1-0
VA2	adult	ORN_10day_nuclei_P3_H10-1-0
DL5	adult	ORNnuclei_adult_nSybUNC84GFP_P2_O19-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P9_O7-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M20-1-0
DA1	adult	ORN_10day_nuclei_P3_K11-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J23-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P6_D22-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P5_G17-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_K10-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_C20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P8_F11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P2_L17-1-0
VA6_DC3_DM3	adult	ORN_10day_nuclei_P3_G14-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P8_J11-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P3_M20-1-0
VP1l_VP3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_N13-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N1-1-0
DP1m_DC4	adult	ORNnuclei_adult_nSybUNC84GFP_P7_D13-1-0
VA1v	adult	ORNnuclei_adult_nSybUNC84GFP_P7_M22-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P5_O12-1-0
VA2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_E11-1-0
DA1	adult	ORN_10day_nuclei_P3_K21-1-0
DA1	adult	ORN_10day_nuclei_P2_B22-1-0
DC2	adult	ORNnuclei_adult_nSybUNC84GFP_P7_L10-1-0
D	adult	ORNnuclei_adult_nSybUNC84GFP_P6_C5-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P9_D24-1-0
DA1	adult	ORNnuclei_adult_nSybUNC84GFP_P5_J22-1-0
DM4	adult	ORNnuclei_adult_nSybUNC84GFP_P10_K20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_D6-1-0
DC1	adult	ORNnuclei_adult_nSybUNC84GFP_P2_A8-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P2_C5-1-0
VA1v	adult	ORN_10day_nuclei_P2_L21-1-0
VA1d	adult	ORN_10day_nuclei_P2_B20-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P10_N23-1-0
VA6_DC3_DM3	adult	ORNnuclei_adult_nSybUNC84GFP_P6_M4-1-0
DL3	adult	ORN_10day_nuclei_P2_E23-1-0
DL2d/v_DP1l_VC3l	adult	ORNnuclei_adult_nSybUNC84GFP_P7_N15-1-0
DM2	adult	ORNnuclei_adult_nSybUNC84GFP_P2_J20-1-0
V	adult	ORNnuclei_adult_nSybUNC84GFP_P2_H6-1-0
DM1	adult	ORNnuclei_adult_nSybUNC84GFP_P3_H6-1-0
NaN	adult	ORNnuclei_adult_nSybUNC84GFP_P1_B15-1-0
DL3	adult	ORNnuclei_adult_nSybUNC84GFP_P7_P14-1-0
DM2	adult	ORN_10day_nuclei_P3_N20-1-0
VL1	42h	N447Barcode_701-503-1
DM4	42h	N447Barcode_701-505-1
DM2	42h	N447Barcode_701-506-1
DC3	42h	N447Barcode_701-513-1
DM2	42h	N447Barcode_701-515-1
VA2	42h	N447Barcode_701-516-1
VA1d	42h	N447Barcode_701-517-1
VA1d	42h	N447Barcode_701-518-1
NaN	42h	N447Barcode_702-502-1
VA2	42h	N447Barcode_702-503-1
VM5d	42h	N447Barcode_702-505-1
V	42h	N447Barcode_702-506-1
VM3	42h	N447Barcode_702-507-1
DL5	42h	N447Barcode_702-513-1
DL3	42h	N447Barcode_702-515-1
DC2	42h	N447Barcode_702-516-1
DC2	42h	N447Barcode_702-517-1
DL3	42h	N447Barcode_702-518-1
VC3	42h	N447Barcode_703-502-1
VA2	42h	N447Barcode_703-503-1
VL1	42h	N447Barcode_703-505-1
VL2a	42h	N447Barcode_703-506-1
NaN	42h	N447Barcode_703-507-1
DM1	42h	N447Barcode_703-513-1
DL5	42h	N447Barcode_703-515-1
DC3	42h	N447Barcode_703-516-1
NaN	42h	N447Barcode_703-517-1
NaN	42h	N447Barcode_703-518-1
DM1	42h	N447Barcode_704-503-1
NaN	42h	N447Barcode_704-505-1
NaN	42h	N447Barcode_704-507-1
DM2	42h	N447Barcode_704-513-1
VA1v	42h	N447Barcode_704-515-1
V	42h	N447Barcode_704-516-1
VC3	42h	N447Barcode_704-517-1
NaN	42h	N447Barcode_704-518-1
VM3	42h	N447Barcode_705-502-1
VA2	42h	N447Barcode_705-503-1
DL3	42h	N447Barcode_705-505-1
VM5d	42h	N447Barcode_705-506-1
DM2	42h	N447Barcode_705-513-1
VA1v	42h	N447Barcode_705-515-1
VA1d	42h	N447Barcode_705-516-1
VL1	42h	N447Barcode_705-518-1
NaN	42h	N447Barcode_706-502-1
DM2	42h	N447Barcode_706-505-1
NaN	42h	N447Barcode_706-507-1
NaN	42h	N447Barcode_706-515-1
VA2	42h	N447Barcode_706-517-1
DM6	42h	N447Barcode_706-518-1
DM3	42h	N447Barcode_707-502-1
DA4l	42h	N447Barcode_707-503-1
NaN	42h	N447Barcode_707-505-1
VC3	42h	N447Barcode_707-506-1
DA1	42h	N447Barcode_707-513-1
DM4	42h	N447Barcode_707-515-1
V	42h	N447Barcode_707-516-1
VL1	42h	N447Barcode_707-517-1
DM1	42h	N447Barcode_707-518-1
VL1	42h	N447Barcode_710-502-1
NaN	42h	N447Barcode_710-503-1
VM5d	42h	N447Barcode_710-505-1
NaN	42h	N447Barcode_710-506-1
NaN	42h	N447Barcode_710-507-1
V	42h	N447Barcode_710-515-1
VM5d	42h	N447Barcode_710-517-1
VM5v	42h	N447Barcode_711-502-1
DA4l	42h	N447Barcode_711-503-1
DL5	42h	N447Barcode_711-505-1
DM2	42h	N447Barcode_711-506-1
DP1l	42h	N447Barcode_711-507-1
DA1	42h	N447Barcode_711-513-1
DP1l	42h	N447Barcode_711-515-1
DM1	42h	N447Barcode_711-516-1
VM5v	42h	N447Barcode_711-517-1
DC3	42h	N447Barcode_711-518-1
V	42h	N447Barcode_712-502-1
NaN	42h	N447Barcode_712-503-1
VM5d	42h	N447Barcode_712-505-1
DP1l	42h	N447Barcode_712-506-1
NaN	42h	N447Barcode_712-507-1
DM2	42h	N447Barcode_712-513-1
VA1d	42h	N447Barcode_712-516-1
VM3	42h	N447Barcode_712-517-1
V	42h	N447Barcode_712-518-1
VA2	42h	N447Barcode_714-502-1
DM3	42h	N447Barcode_714-503-1
VA2	42h	N447Barcode_714-505-1
VM5d	42h	N447Barcode_714-506-1
VM3	42h	N447Barcode_714-507-1
DL5	42h	N447Barcode_714-513-1
DM1	42h	N447Barcode_714-515-1
NaN	42h	N447Barcode_714-516-1
DM4	42h	N447Barcode_714-518-1
VA1v	42h	N447Barcode_715-502-1
VA1d	42h	N447Barcode_715-505-1
NaN	42h	N447Barcode_715-506-1
VM4	42h	N447Barcode_715-507-1
VM4	42h	N447Barcode_715-513-1
VM5d	42h	N447Barcode_715-515-1
DM4	42h	N447Barcode_715-517-1
DM3	42h	N447Barcode_716-502-1
DL3	42h	N447Barcode_716-503-1
NaN	42h	N447Barcode_716-505-1
VA1d	42h	N447Barcode_716-506-1
NaN	42h	N447Barcode_716-513-1
NaN	42h	N447Barcode_716-515-1
VM3	42h	N447Barcode_716-516-1
NaN	42h	N447Barcode_716-517-1
NaN	42h	N447Barcode_716-518-1
DP1l	42h	N447Barcode_718-502-1
DL4	42h	N447Barcode_718-503-1
DM3	42h	N447Barcode_718-505-1
NaN	42h	N447Barcode_718-506-1
NaN	42h	N447Barcode_718-507-1
DA4l	42h	N447Barcode_718-513-1
VA1d	42h	N447Barcode_718-515-1
DA1	42h	N447Barcode_718-516-1
DM2	42h	N447Barcode_718-517-1
DA1	42h	N447Barcode_718-518-1
DM1	42h	N447Barcode_719-502-1
DM4	42h	N447Barcode_719-503-1
VM5d	42h	N447Barcode_719-505-1
VA1d	42h	N447Barcode_719-506-1
DM2	42h	N447Barcode_719-507-1
DM2	42h	N447Barcode_719-513-1
DM2	42h	N447Barcode_719-515-1
DC2	42h	N447Barcode_719-517-1
VM5d	42h	N447Barcode_719-518-1
V	42h	N447Barcode_720-502-1
DM6	42h	N447Barcode_720-503-1
DC3	42h	N447Barcode_720-505-1
DA1	42h	N447Barcode_720-506-1
VC3	42h	N447Barcode_720-507-1
NaN	42h	N447Barcode_720-513-1
DL3	42h	N447Barcode_720-515-1
NaN	42h	N447Barcode_720-516-1
NaN	42h	N447Barcode_720-517-1
DP1l	42h	N447Barcode_720-518-1
V	42h	N447Barcode_721-502-1
VM4	42h	N447Barcode_721-503-1
VL1	42h	N447Barcode_721-505-1
NaN	42h	N447Barcode_721-506-1
V	42h	N447Barcode_721-507-1
VL1	42h	N447Barcode_721-513-1
VM5d	42h	N447Barcode_721-515-1
NaN	42h	N447Barcode_721-516-1
VM3	42h	N447Barcode_721-517-1
V	42h	N447Barcode_721-518-1
VM5d	42h	N447Barcode_722-502-1
DL3	42h	N447Barcode_722-503-1
VL2a	42h	N447Barcode_722-505-1
VA1v	42h	N447Barcode_722-506-1
VM5d	42h	N447Barcode_722-507-1
DC3	42h	N447Barcode_722-513-1
V	42h	N447Barcode_722-515-1
NaN	42h	N447Barcode_722-517-1
DL3	42h	N447Barcode_722-518-1
VA1v	42h	N447Barcode_723-505-1
VC3	42h	N447Barcode_723-506-1
NaN	42h	N447Barcode_723-515-1
VA1d	42h	N447Barcode_723-516-1
NaN	42h	N447Barcode_723-517-1
DM6	42h	N447Barcode_724-502-1
DC3	42h	N447Barcode_724-503-1
NaN	42h	N447Barcode_724-505-1
VM5v	42h	N447Barcode_724-506-1
NaN	42h	N447Barcode_724-507-1
VM5d	42h	N447Barcode_724-513-1
DM4	42h	N447Barcode_724-515-1
V	42h	N447Barcode_724-516-1
DM6	42h	N447Barcode_724-517-1
VL2a	42h	N447Barcode_724-518-1
NaN	42h	N447Barcode_726-502-1
DP1l	42h	N447Barcode_726-503-1
VM4	42h	N447Barcode_726-505-1
NaN	42h	N447Barcode_726-506-1
VM3	42h	N447Barcode_726-507-1
DA1	42h	N447Barcode_726-513-1
VM5d	42h	N447Barcode_726-515-1
VM4	42h	N447Barcode_726-516-1
DA1	42h	N447Barcode_726-517-1
VM3	42h	N447Barcode_727-502-1
DM6	42h	N447Barcode_727-503-1
VL2a	42h	N447Barcode_727-505-1
VA1v	42h	N447Barcode_727-506-1
VM4	42h	N447Barcode_727-507-1
VA1d	42h	N447Barcode_727-513-1
DM6	42h	N447Barcode_727-515-1
NaN	42h	N447Barcode_727-516-1
VA1d	42h	N447Barcode_727-517-1
NaN	42h	N447Barcode_728-503-1
DM3	42h	N447Barcode_728-505-1
DP1l	42h	N447Barcode_728-506-1
V	42h	N447Barcode_728-507-1
DM4	42h	N447Barcode_728-513-1
DM2	42h	N447Barcode_728-515-1
DA1	42h	N447Barcode_728-516-1
DL5	42h	N447Barcode_728-517-1
DM2	42h	N447Barcode_729-502-1
V	42h	N447Barcode_729-503-1
NaN	42h	N447Barcode_729-505-1
NaN	42h	N447Barcode_729-506-1
DA4l	42h	N447Barcode_729-507-1
VM3	42h	N447Barcode_729-513-1
VM4	42h	N447Barcode_729-515-1
DC3	42h	N447Barcode_729-516-1
DA4l	42h	N447Barcode_729-517-1
DC3	42h	N510Barcode_701-502-1
VM5d	42h	N510Barcode_701-503-1
DL4	42h	N510Barcode_701-506-1
NaN	42h	N510Barcode_701-510-1
NaN	42h	N510Barcode_701-513-1
NaN	42h	N510Barcode_701-515-1
VA1d	42h	N510Barcode_701-516-1
DM1	42h	N510Barcode_701-517-1
VA1d	42h	N510Barcode_701-518-1
NaN	42h	N510Barcode_701-520-1
DC3	42h	N510Barcode_701-521-1
DM2	42h	N510Barcode_702-503-1
NaN	42h	N510Barcode_702-505-1
VM3	42h	N510Barcode_702-506-1
VA1v	42h	N510Barcode_702-508-1
DA1	42h	N510Barcode_702-510-1
NaN	42h	N510Barcode_702-511-1
DP1l	42h	N510Barcode_702-513-1
VM4	42h	N510Barcode_702-515-1
DA4l	42h	N510Barcode_702-516-1
DL4	42h	N510Barcode_702-520-1
VM4	42h	N510Barcode_702-521-1
VC3	42h	N510Barcode_702-522-1
V	42h	N510Barcode_703-502-1
NaN	42h	N510Barcode_703-503-1
NaN	42h	N510Barcode_703-505-1
DA1	42h	N510Barcode_703-506-1
NaN	42h	N510Barcode_703-507-1
VA1d	42h	N510Barcode_703-508-1
DM2	42h	N510Barcode_703-510-1
VM4	42h	N510Barcode_703-511-1
DA1	42h	N510Barcode_703-513-1
DC3	42h	N510Barcode_703-515-1
DM6	42h	N510Barcode_703-516-1
DP1l	42h	N510Barcode_703-517-1
DM2	42h	N510Barcode_703-518-1
VL1	42h	N510Barcode_703-520-1
VM3	42h	N510Barcode_703-521-1
VM3	42h	N510Barcode_703-522-1
VL1	42h	N510Barcode_704-502-1
NaN	42h	N510Barcode_704-503-1
DM1	42h	N510Barcode_704-505-1
VM5d	42h	N510Barcode_704-506-1
VM5d	42h	N510Barcode_704-507-1
VL1	42h	N510Barcode_704-508-1
DL3	42h	N510Barcode_704-510-1
VM5d	42h	N510Barcode_704-511-1
NaN	42h	N510Barcode_704-513-1
VC3	42h	N510Barcode_704-515-1
NaN	42h	N510Barcode_704-516-1
VM5d	42h	N510Barcode_704-517-1
V	42h	N510Barcode_704-518-1
VM3	42h	N510Barcode_704-520-1
NaN	42h	N510Barcode_704-521-1
NaN	42h	N510Barcode_704-522-1
NaN	42h	N510Barcode_705-502-1
DM3	42h	N510Barcode_705-503-1
VL1	42h	N510Barcode_705-505-1
DC2	42h	N510Barcode_705-506-1
DM1	42h	N510Barcode_705-507-1
V	42h	N510Barcode_705-508-1
DM1	42h	N510Barcode_705-510-1
NaN	42h	N510Barcode_705-511-1
VM4	42h	N510Barcode_705-513-1
NaN	42h	N510Barcode_705-515-1
DM2	42h	N510Barcode_705-516-1
NaN	42h	N510Barcode_705-517-1
V	42h	N510Barcode_705-518-1
VL1	42h	N510Barcode_705-520-1
NaN	42h	N510Barcode_705-521-1
DL5	42h	N510Barcode_705-522-1
DP1l	42h	N510Barcode_706-502-1
DM2	42h	N510Barcode_706-503-1
NaN	42h	N510Barcode_706-505-1
DM2	42h	N510Barcode_706-506-1
NaN	42h	N510Barcode_706-507-1
DC3	42h	N510Barcode_706-508-1
DL3	42h	N510Barcode_706-510-1
NaN	42h	N510Barcode_706-511-1
NaN	42h	N510Barcode_706-513-1
DA1	42h	N510Barcode_706-515-1
VM5d	42h	N510Barcode_706-516-1
DM3	42h	N510Barcode_706-517-1
DA1	42h	N510Barcode_706-518-1
VM5v	42h	N510Barcode_706-520-1
NaN	42h	N510Barcode_706-521-1
DP1l	42h	N510Barcode_706-522-1
DA4l	42h	N510Barcode_707-502-1
VL2a	42h	N510Barcode_707-503-1
VM4	42h	N510Barcode_707-505-1
VM5d	42h	N510Barcode_707-506-1
VM5d	42h	N510Barcode_707-507-1
NaN	42h	N510Barcode_707-508-1
VM4	42h	N510Barcode_707-510-1
DM2	42h	N510Barcode_707-511-1
DM1	42h	N510Barcode_707-513-1
VL2a	42h	N510Barcode_707-515-1
DM2	42h	N510Barcode_707-516-1
DL3	42h	N510Barcode_707-517-1
VA2	42h	N510Barcode_707-518-1
VM5v	42h	N510Barcode_707-520-1
DA1	42h	N510Barcode_707-521-1
DA1	42h	N510Barcode_707-522-1
DA1	42h	N510Barcode_710-503-1
VL1	42h	N510Barcode_710-505-1
DM6	42h	N510Barcode_710-506-1
VM3	42h	N510Barcode_710-507-1
NaN	42h	N510Barcode_710-508-1
DA1	42h	N510Barcode_710-510-1
VM5d	42h	N510Barcode_710-511-1
NaN	42h	N510Barcode_710-513-1
DP1l	42h	N510Barcode_710-515-1
VM5d	42h	N510Barcode_710-517-1
DM4	42h	N510Barcode_710-518-1
NaN	42h	N510Barcode_710-520-1
DM1	42h	N510Barcode_710-522-1
VA1v	42h	N510Barcode_711-502-1
VL2a	42h	N510Barcode_711-503-1
VM5v	42h	N510Barcode_711-505-1
DC3	42h	N510Barcode_711-506-1
NaN	42h	N510Barcode_711-507-1
NaN	42h	N510Barcode_711-510-1
VL1	42h	N510Barcode_711-511-1
VM4	42h	N510Barcode_711-513-1
VM5v	42h	N510Barcode_711-515-1
NaN	42h	N510Barcode_711-516-1
DM3	42h	N510Barcode_711-517-1
VA1v	42h	N510Barcode_711-518-1
NaN	42h	N510Barcode_711-520-1
DP1l	42h	N510Barcode_711-521-1
VM4	42h	N510Barcode_712-502-1
DC2	42h	N510Barcode_712-503-1
VA1d	42h	N510Barcode_712-505-1
VM3	42h	N510Barcode_712-506-1
NaN	42h	N510Barcode_712-508-1
DM2	42h	N510Barcode_712-510-1
DM3	42h	N510Barcode_712-513-1
NaN	42h	N510Barcode_712-516-1
DC3	42h	N510Barcode_712-517-1
DC3	42h	N510Barcode_712-520-1
DM3	42h	N510Barcode_712-521-1
VM4	42h	N510Barcode_712-522-1
NaN	42h	N510Barcode_714-502-1
DL3	42h	N510Barcode_714-503-1
VM4	42h	N510Barcode_714-505-1
DA1	42h	N510Barcode_714-506-1
NaN	42h	N510Barcode_714-507-1
DM3	42h	N510Barcode_714-508-1
VL1	42h	N510Barcode_714-513-1
VL2a	42h	N510Barcode_714-515-1
VA1d	42h	N510Barcode_714-516-1
DC3	42h	N510Barcode_714-520-1
DM1	42h	N510Barcode_715-502-1
DM2	42h	N510Barcode_715-503-1
DM1	42h	N510Barcode_715-505-1
NaN	42h	N510Barcode_715-506-1
VM5v	42h	N510Barcode_715-507-1
DM4	42h	N510Barcode_715-508-1
NaN	42h	N510Barcode_715-510-1
VL1	42h	N510Barcode_715-511-1
NaN	42h	N510Barcode_715-513-1
VM5d	42h	N510Barcode_715-515-1
NaN	42h	N510Barcode_715-516-1
VL2a	42h	N510Barcode_715-518-1
VA1d	42h	N510Barcode_715-521-1
VM5d	42h	N510Barcode_715-522-1
VM4	42h	N510Barcode_716-502-1
VA2	42h	N510Barcode_716-503-1
VM5v	42h	N510Barcode_716-505-1
DM6	42h	N510Barcode_716-506-1
VL2a	42h	N510Barcode_716-508-1
DL3	42h	N510Barcode_716-510-1
DM3	42h	N510Barcode_716-511-1
NaN	42h	N510Barcode_716-513-1
DP1l	42h	N510Barcode_716-515-1
NaN	42h	N510Barcode_716-517-1
NaN	42h	N510Barcode_716-518-1
NaN	42h	N510Barcode_716-521-1
DC2	42h	N510Barcode_716-522-1
NaN	42h	N510Barcode_718-502-1
NaN	42h	N510Barcode_718-503-1
VM5d	42h	N510Barcode_718-505-1
VM3	42h	N510Barcode_718-506-1
VA2	42h	N510Barcode_718-507-1
DM3	42h	N510Barcode_718-508-1
NaN	42h	N510Barcode_718-511-1
DC3	42h	N510Barcode_718-513-1
NaN	42h	N510Barcode_718-515-1
VA1v	42h	N510Barcode_718-517-1
VA1d	42h	N510Barcode_718-518-1
DM2	42h	N510Barcode_718-520-1
DM2	42h	N510Barcode_718-521-1
NaN	42h	N510Barcode_719-502-1
VM3	42h	N510Barcode_719-503-1
NaN	42h	N510Barcode_719-505-1
NaN	42h	N510Barcode_719-506-1
VM5v	42h	N510Barcode_719-507-1
VL2a	42h	N510Barcode_719-508-1
VM5v	42h	N510Barcode_719-513-1
DC3	42h	N510Barcode_719-515-1
